"WatchList","HostAddress","ReasonAdded","MemberSince","Latitude","Longitude","CountryCode","Location"
"CTU Protection IP List","46.21.147.76","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-09T09:34:43Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","46.101.37.187","TA 1195 - Hosted BRONZE UNION domain (turkeyscenery . com) in November 2017","2018-09-16T09:34:39Z","51.5147","-0.08329","UK","London, UK"
"CTU Protection IP List","46.146.252.178","TIPS 7047 - TrickBot dpost C2 server","2018-11-09T02:30:09Z","58.0201","56.2518","RU","Perm, Russia"
"CTU Protection IP List","46.149.182.112","TIPS 6957 - TrickBot C2 server","2018-10-06T09:34:47Z","49.0505","24.3741","UA","Kalush, Ukraine"
"CTU Protection IP List","46.165.246.234","Suspected LatentBot C2","2017-07-18T19:07:27Z","50.1002","8.6034","DE","Frankfurt Am Main, Germany"
"CTU Protection IP List","46.166.160.24","GOLD KINGSWOOD C2 or loader IP","2018-09-06T09:34:36Z","55.8984","23.3758","LT","Siauliai, Lithuania"
"CTU Protection IP List","46.249.59.196","Hosts observed scanning for Cisco 0-day CVE-2018-15454 vulnerability","2018-11-02T13:50:27Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","47.32.109.184","TIPS 7047 - TrickBot dpost C2 server","2018-11-09T02:30:08Z","38.6167","-90.4461","US","St Louis, United States"
"CTU Protection IP List","47.32.248.75","Emotet Malware C2 - 1st tier","2018-11-07T22:03:55Z","38.6167","-90.4461","US","St Louis, United States"
"CTU Protection IP List","47.49.168.50","TIPS 6957 - TrickBot C2 server","2018-10-06T09:34:47Z","38.6167","-90.4461","US","St Louis, United States"
"CTU Protection IP List","47.157.211.140","Emotet Malware C2 - 1st tier","2018-11-07T22:03:55Z","45.3458","-75.7904","CA","Ottawa, Canada"
"CTU Protection IP List","51.254.241.249","TIPS 6957 - TrickBot dynamic webinjects server","2018-10-06T09:34:47Z","53.3963","-2.57326","UK","Warrington, UK"
"CTU Protection IP List","51.255.53.184","Meterpreter C2 (APT Activity)","2018-05-21T17:38:20Z","53.3963","-2.57326","UK","Warrington, UK"
"CTU Protection IP List","52.232.44.34","external IP used to RDP into admin account","2018-03-14T22:40:04Z","39.7477","-75.5579","US","Wilmington, United States"
"CTU Protection IP List","54.37.104.106","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-09T09:34:43Z","40.5582","-74.2872","US","Woodbridge, United States"
"CTU Protection IP List","54.39.167.242","TIPS 6957 - TrickBot C2 server","2018-10-06T09:34:47Z","40.5582","-74.2872","US","Woodbridge, United States"
"CTU Protection IP List","58.84.54.143","TA 1195 - ZxShell malware C2 server associated with BRONZE UNION","2018-09-16T09:34:39Z","-27.4745","153.017","AU","South Brisbane, Australia"
"CTU Protection IP List","59.90.93.97","TYPEFRAME infrastructure used by HIDDEN COBRA/NICKEL ACADEMY actors","2018-06-22T09:35:41Z","29.4327","76.9074","IN","Panipat, India"
"CTU Protection IP List","60.244.52.29","BRONZE CANAL/PLEAD/TSCookie infrastructure reported by JP-CERT on March 2018","2018-07-13T09:34:12Z","25.0389","121.509","TW","Taipei, Taiwan"
"CTU Protection IP List","62.76.45.2","GOLD KINGSWOOD C2 or loader IP","2018-09-06T09:34:36Z","55.7616","37.6411","RU","Moscow, Russia"
"CTU Protection IP List","62.76.179.147","GOLD KINGSWOOD C2","2018-09-08T09:34:34Z","55.7616","37.6411","RU","Moscow, Russia"
"CTU Protection IP List","62.122.74.10","FDIC CIG #46 APT Actor Implant C2","2017-07-18T19:07:27Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","62.122.74.10","FDIC CIG #46 APT Actor Implant C2 (APT Activity)","2018-01-31T17:42:01Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","62.141.94.107","TIPS 6957 - TrickBot C2 server","2018-10-06T09:34:47Z","55.6936","37.4114","RU","Moscow, Russia"
"CTU Protection IP List","64.150.189.90","Research possible targeted APT activity related to BeEFCookie","2017-07-18T19:07:27Z","38.9564","-94.6403","US","Overland Park, United States"
"CTU Protection IP List","64.150.189.90","Research possible targeted APT activity related to BeEFCookie (APT Activity)","2018-01-31T17:42:01Z","38.9564","-94.6403","US","Overland Park, United States"
"CTU Protection IP List","64.235.46.9","actor controlled IP used to connect to webshell DEWEY - (APT Activity)","2018-02-02T17:45:04Z","35.9924","-115.211","US","Las Vegas, United States"
"CTU Protection IP List","65.31.241.133","TrickBot Malware SSL Certificate - Inbound","2018-11-09T14:42:53Z","44.4345","-88.0701","US","De Pere, United States"
"CTU Protection IP List","66.60.121.58","TrickBot Malware SSL Certificate - Inbound","2018-11-09T14:17:13Z","40.6546","-111.984","US","Salt Lake City, United States"
"CTU Protection IP List","66.199.229.91","Bunitu/Weneedit Proxy Trojan Phone Home","2018-11-10T09:34:51Z","40.7042","-74.0123","US","New York, United States"
"CTU Protection IP List","68.109.83.22","TIPS 6957 - TrickBot C2 server","2018-10-06T09:34:47Z","33.5255","-117.714","US","Laguna Niguel, United States"
"CTU Protection IP List","71.43.33.210","Emotet Malware C2 - 1st tier","2018-11-07T22:03:55Z","28.5459","-81.1812","US","Orlando, United States"
"CTU Protection IP List","72.189.124.41","TrickBot Malware SSL Certificate - Inbound","2018-11-09T14:17:13Z","38.9257","-77.4039","US","Herndon, United States"
"CTU Protection IP List","74.134.5.113","TrickBot Malware SSL Certificate - Inbound","2018-11-09T14:42:53Z","38.0108","-85.697","US","Shepherdsville, United States"
"CTU Protection IP List","76.7.99.12","C2 used by SamSam malware","2018-03-06T17:39:25Z","36.3739","-82.445","US","Johnson City, United States"
"CTU Protection IP List","79.172.242.87","IP address used as C2 in QuasarRAT phishing campaign","2018-11-06T09:34:52Z","47.5464","19.0822","HU","Budapest, Hungary"
"CTU Protection IP List","79.172.242.87","TIPS 7057 - QuasarRAT C2 server, hosts additional C2 domains","2018-11-11T09:34:36Z","47.5464","19.0822","HU","Budapest, Hungary"
"CTU Protection IP List","80.82.64.91","Fallchill C2 server seen in Operation AppleJeus","2018-08-29T09:34:34Z","52.0721","4.39956","NL","The Hague, Netherlands"
"CTU Protection IP List","80.91.118.45","TYPEFRAME infrastructure used by HIDDEN COBRA/NICKEL ACADEMY actors","2018-06-22T09:35:41Z","41.3311","19.8318","AL","Tirana, Albania"
"CTU Protection IP List","80.208.224.180","GOLD KINGSWOOD C2 infrastructure","2018-08-08T09:56:31Z","55.6751","12.5718","DK","Copenhagen, Denmark"
"CTU Protection IP List","81.21.121.138","TIPS 6957 - TrickBot C2 server","2018-10-06T09:34:47Z","47.6059","15.6715","AT","Murzzuschlag, Austria"
"CTU Protection IP List","81.95.5.190","Helminth RAT C2 Server - 12/02/2016","2017-07-18T19:07:27Z","49.451","11.0788","DE","Nuremberg, Germany"
"CTU Protection IP List","82.118.242.243","IP used by BRONZE MOHAWK for SMB credential theft. (APT Activity)","2018-11-18T09:34:57Z","42.6976","23.3223","BG","Sofia, Bulgaria"
"CTU Protection IP List","83.13.163.218","Suspected LatentBot C2","2017-07-18T19:07:27Z","52.2278","21.0098","PL","Warsaw, Poland"
"CTU Protection IP List","83.175.125.150","Suspected LatentBot C2","2017-07-18T19:07:27Z","47.2627","11.3947","AT","Innsbruck, Austria"
"CTU Protection IP List","83.175.125.152","Suspected LatentBot C2","2017-07-18T19:07:27Z","47.2627","11.3947","AT","Innsbruck, Austria"
"CTU Protection IP List","83.238.72.234","Suspected LatentBot C2","2017-07-18T19:07:27Z","52.1567","21.0063","PL","Warsaw, Poland"
"CTU Protection IP List","84.200.32.184","Hosts GOLD KINGSWOOD maldoc","2018-03-22T17:35:43Z","49.5066","8.20881","DE","Freinsheim, Germany"
"CTU Protection IP List","85.143.166.99","GOLD KINGSWOOD C2","2018-09-08T09:34:34Z","59.939","30.3158","RU","St Petersburg, Russia"
"CTU Protection IP List","85.204.124.77","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-09T09:34:43Z","44.4599","26.1333","RO","Bucharest, Romania"
"CTU Protection IP List","86.42.249.122","Emotet Malware C2 - 1st tier","2018-11-07T22:03:55Z","53.3383","-6.53984","IE","Celbridge, Ireland"
"CTU Protection IP List","86.105.1.123","Malicious IP address associated with XTUNNEL malware used by APT group IRON TWILIGHT","2018-10-09T09:34:43Z","45.1392","24.6792","RO","Curtea De Arges, Romania"
"CTU Protection IP List","86.105.54.144","Targeted APT activity that drops meterpreter then 2nd stage. Uses BEEF and Evercookie to profile victim.","2017-07-18T19:07:27Z","43.6975","11.8145","IT","Bibbiena, Italy"
"CTU Protection IP List","86.105.54.144","Targeted APT activity that drops meterpreter then 2nd stage. Uses BEEF and Evercookie to profile victim. (APT Activity)","2018-01-31T17:42:01Z","43.6975","11.8145","IT","Bibbiena, Italy"
"CTU Protection IP List","86.106.131.54","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-09T09:34:43Z","45.1392","24.6792","RO","Curtea De Arges, Romania"
"CTU Protection IP List","87.236.215.20","Helminth RAT C2 Server - 12/02/2016","2017-07-18T19:07:27Z","53.4804","-2.24726","UK","Manchester, UK"
"CTU Protection IP List","88.77.8.9","C2 used by SamSam malware","2018-03-06T17:39:25Z","51.4813","7.112","DE","Bochum, Germany"
"CTU Protection IP List","89.37.226.106","Malicious IP address associated with XTUNNEL malware used by APT group IRON TWILIGHT","2018-10-09T09:34:43Z","44.4599","26.1333","RO","Bucharest, Romania"
"CTU Protection IP List","89.45.67.153","Malicious IP address associated with ZEBROCY malware used by APT group IRON TWILIGHT","2018-10-09T09:34:43Z","45.1392","24.6792","RO","Curtea De Arges, Romania"
"CTU Protection IP List","89.46.223.91","SSL Example Certificate Often Used By Malware","2018-11-09T14:36:48Z","46.39","23.86","RO","Ocna Mures, Romania"
"CTU Protection IP List","89.47.162.154","GOLD KINGSWOOD C2 infrastructure","2018-08-08T09:56:31Z","45.1392","24.6792","RO","Curtea De Arges, Romania"
"CTU Protection IP List","89.223.90.174","SSL Example Certificate Often Used By Malware","2018-11-09T14:36:47Z","59.939","30.3158","RU","St Petersburg, Russia"
"CTU Protection IP List","89.248.171.237","Gootkit Trojan C2","2017-07-18T19:07:27Z","51.95","19.135","PL","N/A, Poland"
"CTU Protection IP List","89.249.65.220","C2 reported by VnCERT; likely NICKEL GLADSTONE","2018-07-28T09:34:21Z","53.4804","-2.24726","UK","Manchester, UK"
"CTU Protection IP List","91.201.65.58","TIPS 7047 - TrickBot dpost C2 server","2018-11-09T02:30:08Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","91.210.107.241","Meterpreter C2 (APT Activity)","2018-05-29T17:39:46Z","55.7616","37.6411","RU","Moscow, Russia"
"CTU Protection IP List","91.210.107.242","Meterpreter C2 (APT Activity)","2018-06-01T17:37:06Z","55.7616","37.6411","RU","Moscow, Russia"
"CTU Protection IP List","91.218.39.217","ModPOS IPs - iSIGHT Partners report","2017-07-18T19:07:27Z","49.9966","36.2573","UA","Kharkiv, Ukraine"
"CTU Protection IP List","91.230.60.116","IcedID Banking Trojan C2 Communication - Outbound","2018-11-10T09:34:51Z","59.939","30.3158","RU","St Petersburg, Russia"
"CTU Protection IP List","91.230.121.86","GOLD KINGSWOOD C2","2018-09-08T09:34:34Z","50.4409","30.5272","UA","Kiev, Ukraine"
"CTU Protection IP List","91.235.136.114","TIPS 6937 - ZeusPanda C2 server (associated with kinaninghesuse . ru)","2018-10-02T09:37:18Z","51.1162","38.4961","RU","Rossosh, Russia"
"CTU Protection IP List","92.38.135.151","TIPS 7047 - TrickBot dpost C2 server","2018-11-09T02:30:09Z","55.765","37.8736","RU","Reutov, Russia"
"CTU Protection IP List","92.38.135.209","SSL Example Certificate Often Used By Malware","2018-11-09T14:36:48Z","55.765","37.8736","RU","Reutov, Russia"
"CTU Protection IP List","92.38.135.215","TIPS 6957 - TrickBot plugin server","2018-10-06T09:34:47Z","55.765","37.8736","RU","Reutov, Russia"
"CTU Protection IP List","92.223.105.204","Self-Signed Example SSL Certificate Often Used By Malware - Inbound","2018-11-20T09:34:51Z","48.2092","16.3728","AT","Vienna, Austria"
"CTU Protection IP List","93.113.131.103","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-09T09:34:43Z","46.5673","26.9173","RO","Bacau, Romania"
"CTU Protection IP List","94.46.48.103","Meterpreter C2 (APT Activity)","2018-05-29T17:39:46Z","38.7322","-9.15283","PT","Lisbon, Portugal"
"CTU Protection IP List","94.46.49.178","Meterpreter C2 (APT Activity)","2018-05-29T17:39:46Z","38.7322","-9.15283","PT","Lisbon, Portugal"
"CTU Protection IP List","94.130.97.18","Marcher Inject load IP","2018-09-11T09:35:28Z","50.4409","30.5272","UA","Kiev, Ukraine"
"CTU Protection IP List","94.176.237.172","GOLD KINGSWOOD C2 infrastructure","2018-08-08T09:56:31Z","44.4599","26.1333","RO","Bucharest, Romania"
"CTU Protection IP List","94.177.12.150","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-09T09:34:43Z","44.4238","26.0586","RO","Bucharest, Romania"
"CTU Protection IP List","94.177.12.238","Malicious IP address associated with XTUNNEL malware used by APT group IRON TWILIGHT","2018-10-09T09:34:43Z","44.4238","26.0586","RO","Bucharest, Romania"
"CTU Protection IP List","94.237.25.45","Targeted APT activity that drops meterpreter then 2nd stage. Uses BEEF and Evercookie to profile victim.","2017-07-18T19:07:27Z","61.498","23.7649","FI","Tampere, Finland"
"CTU Protection IP List","94.237.25.45","Targeted APT activity that drops meterpreter then 2nd stage. Uses BEEF and Evercookie to profile victim. (APT Activity)","2018-01-31T17:42:01Z","61.498","23.7649","FI","Tampere, Finland"
"CTU Protection IP List","95.46.8.65","GOLD KINGSWOOD C2 or Backend IP","2018-09-11T09:35:28Z","50.0875","14.4694","CZ","Prague, Czech Republic"
"CTU Protection IP List","95.211.230.212","Suspected LatentBot C2","2017-07-18T19:07:27Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","95.213.144.203","IcedID Banking Trojan C2 Communication - Outbound","2018-11-15T09:34:47Z","59.939","30.3158","RU","St Petersburg, Russia"
"CTU Protection IP List","96.82.141.209","SecureWorks MSSI IPBL Test IP - Test Alert","2017-07-11T12:29:21Z","39.9464","-74.916","US","Mount Laurel, United States"
"CTU Protection IP List","96.127.163.29","Meterpreter C2 (APT Activity)","2018-05-29T17:39:46Z","41.8871","-87.6365","US","Chicago, United States"
"CTU Protection IP List","97.88.100.152","TIPS 7047 - TrickBot dpost C2 server","2018-11-09T02:30:08Z","38.2006","-92.7112","US","Lake Ozark, United States"
"CTU Protection IP List","103.19.9.172","TA 1195 - Hosted multiple BRONZE UNION domains; acted as a C2 server for SysUpdate","2018-09-16T09:34:39Z","1.30612","103.833","SG","Singapore, Singapore"
"CTU Protection IP List","103.85.25.88","TA 1195 - Hosted BRONZE UNION domain (kasperskyupdate . org) in November 2017","2018-09-16T09:34:39Z","-27.4745","153.017","AU","South Brisbane, Australia"
"CTU Protection IP List","103.85.27.78","TIPS 6977 - Gh0st RAT C2 server","2018-10-13T09:34:57Z","-27.4745","153.017","AU","South Brisbane, Australia"
"CTU Protection IP List","103.110.91.118","TrickBot Malware SSL Certificate - Inbound","2018-11-09T14:17:13Z","-27.4745","153.017","AU","South Brisbane, Australia"
"CTU Protection IP List","103.224.82.78","C2 infrastructure for PlugX","2017-12-06T19:24:48Z","30.182","120.265","CN","Xiaoshan, China"
"CTU Protection IP List","104.144.198.90","CamuBot Banking Malware C2 Server (APT Activity)","2018-09-07T09:34:24Z","42.8828","-78.8772","US","Buffalo, United States"
"CTU Protection IP List","104.144.207.245","GOLD KINGSWOOD C2 or loader IP","2018-09-06T09:34:36Z","42.8828","-78.8772","US","Buffalo, United States"
"CTU Protection IP List","104.195.1.39","hosted suspected NICKEL GLADSTONE C2, nuokejs.com","2018-09-27T09:34:25Z","34.0534","-118.265","US","Los Angeles, United States"
"CTU Protection IP List","104.221.134.28","hosted suspected NICKEL GLADSTONE C2, pakteb.com","2018-09-27T09:34:25Z","34.0534","-118.265","US","Los Angeles, United States"
"CTU Protection IP List","105.27.171.234","TIPS 6957 - TrickBot C2 server","2018-10-06T09:34:47Z","-20.166","57.497","MU","Port Louis, Mauritius"
"CTU Protection IP List","107.175.150.113","C2 for 0utl00k.net, c2 server for phishing & credential harvesting used by DREXEL","2018-08-14T09:34:26Z","42.9802","-78.7349","US","Buffalo, United States"
"CTU Protection IP List","108.170.40.40","TIPS 7047 - TrickBot dpost C2 server","2018-11-09T02:30:08Z","33.4224","-111.928","US","Tempe, United States"
"CTU Protection IP List","108.178.15.243","Meterpreter C2 (APT Activity)","2018-05-30T17:37:22Z","41.8871","-87.6365","US","Chicago, United States"
"CTU Protection IP List","109.72.149.42","ModPOS IPs - iSIGHT Partners report","2017-07-18T19:07:27Z","52.5","5.75","NL","N/A, Netherlands"
"CTU Protection IP List","112.66.188.28","TA 1203 - Used to administer BRONZE MOHAWK C2 server; based in China's Hainan province","2018-10-02T09:37:18Z","20.0394","110.342","CN","Haikou, China"
"CTU Protection IP List","113.178.35.63","Emotet Malware C2 - 1st tier","2018-11-07T22:03:55Z","21.017","105.867","VN","Hanoi, Vietnam"
"CTU Protection IP List","115.21.189.197","RatN C2 associated with BRONZE HUNTLEY (APT Activity)","2018-08-18T09:34:48Z","37.5632","126.993","KR","Seoul, South Korea"
"CTU Protection IP List","115.21.189.197","TA 1207 - C2 server for RatN malware","2018-10-09T09:34:44Z","37.5632","126.993","KR","Seoul, South Korea"
"CTU Protection IP List","115.134.220.165","Associated with PicNMix malware used by BRONZE UNION (APT Activity)","2018-07-04T09:33:26Z","3.1507","101.713","MY","Kuala Lumpur, Malaysia"
"CTU Protection IP List","115.134.220.165","TA 1195 - Used by BRONZE UNION to transfer data from a compromised network via FTP in June 2018","2018-09-16T09:34:39Z","3.1507","101.713","MY","Kuala Lumpur, Malaysia"
"CTU Protection IP List","116.193.154.138","RatN C2 associated with BRONZE HUNTLEY (APT Activity)","2018-08-18T09:34:49Z","-27.4745","153.017","AU","South Brisbane, Australia"
"CTU Protection IP List","118.3.2.186","Dridex C2 Server","2017-07-18T19:07:27Z","33.5937","130.381","JP","Fukuoka, Japan"
"CTU Protection IP List","118.184.52.151","RatN C2 associated with BRONZE HUNTLEY (APT Activity)","2018-08-18T09:34:49Z","31.2307","121.473","CN","Shanghai, China"
"CTU Protection IP List","118.184.52.151","TA 1207 - C2 server for RatN malware","2018-10-09T09:34:44Z","31.2307","121.473","CN","Shanghai, China"
"CTU Protection IP List","121.67.110.204","Suspected LatentBot C2","2017-07-18T19:07:27Z","37.5632","126.993","KR","Seoul, South Korea"
"CTU Protection IP List","123.154.71.8","TA 1195 - Used by BRONZE UNION to download post-compromise tools to a victim's network","2018-09-16T09:34:39Z","28.0155","120.655","CN","Wenzhou, China"
"CTU Protection IP List","128.199.44.86","TA 1195 - SysUpdate C2 server associated with BRONZE UNION","2018-09-16T09:34:39Z","1.30612","103.833","SG","Singapore, Singapore"
"CTU Protection IP List","136.243.16.249","Suspected LatentBot C2","2017-07-18T19:07:27Z","49.1159","10.7534","DE","Gunzenhausen, Germany"
"CTU Protection IP List","138.197.128.24","GOLD KINGSWOOD C2","2018-09-08T09:34:35Z","39.7302","-75.5386","US","Wilmington, United States"
"CTU Protection IP List","139.59.165.51","TA 1195 - SysUpdate C2 server associated with BRONZE UNION","2018-09-16T09:34:39Z","-21.1434","149.187","AU","Mackay, Australia"
"CTU Protection IP List","139.162.60.6","C2 for RoyalCLI (aka RoyalTroj) malware (APT Activity)","2017-12-06T19:24:48Z","39.3621","-74.4379","US","Atlantic City, United States"
"CTU Protection IP List","140.190.54.187","TrickBot Malware SSL Certificate - Inbound","2018-11-09T14:42:53Z","44.0377","-91.6749","US","Winona, United States"
"CTU Protection IP List","141.105.70.7","RatN C2 associated with BRONZE HUNTLEY (APT Activity)","2018-08-18T09:34:49Z","55.7376","37.5933","RU","Moscow, Russia"
"CTU Protection IP List","141.105.70.7","TA 1207 - C2 server for RatN malware","2018-10-09T09:34:44Z","55.7376","37.5933","RU","Moscow, Russia"
"CTU Protection IP List","142.44.215.177","IP address used for Xbash C2 communication","2018-09-20T09:34:45Z","48.4398","-123.365","CA","Victoria, Canada"
"CTU Protection IP List","144.217.61.147","IP address used for Xbash C2 communication","2018-09-20T09:34:45Z","38.508","-121.417","US","Sacramento, United States"
"CTU Protection IP List","146.0.72.139",""silence" crime group C2","2018-11-20T09:34:52Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","146.0.72.188",""silence" crime group C2","2018-11-20T09:34:52Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","146.185.253.107","TIPS 6957 - TrickBot plugin server","2018-10-06T09:34:47Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","155.133.120.21","Suspected LatentBot C2","2017-07-18T19:07:27Z","52.3272","20.8682","PL","Dabrowa, Poland"
"CTU Protection IP List","160.219.89.27","Dridex C2 Server","2017-07-18T19:07:27Z","47.5596","7.58061","CH","Basel, Switzerland"
"CTU Protection IP List","162.208.10.66","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-09T09:34:43Z","42.0782","-87.8174","US","Glenview, United States"
"CTU Protection IP List","162.223.90.56","Helminth RAT C2 Server - 12/02/2016","2017-07-18T19:07:27Z","39.7356","-75.5477","US","Wilmington, United States"
"CTU Protection IP List","162.243.38.176","GOLD KINGSWOOD C2","2018-09-08T09:34:35Z","40.72","-74.0036","US","New York, United States"
"CTU Protection IP List","162.243.38.178","GOLD KINGSWOOD C2","2018-09-08T09:34:35Z","40.72","-74.0036","US","New York, United States"
"CTU Protection IP List","162.245.221.57","TIPS 6957 - TrickBot plugin server","2018-10-06T09:34:47Z","45.1752","-93.8734","US","Buffalo, United States"
"CTU Protection IP List","169.239.128.133","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-09T09:34:43Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","169.239.129.121","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-09T09:34:43Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","170.25.207.31","Dridex C2 Server","2017-07-18T19:07:27Z","19.4","-99.15","MX","Mexico City, Mexico"
"CTU Protection IP List","172.81.132.131","GOLD KINGSWOOD C2","2018-09-08T09:34:35Z","38.8883","-77.4537","US","Chantilly, United States"
"CTU Protection IP List","172.81.134.194","GOLD KINGSWOOD C2 infrastructure","2018-08-08T09:56:31Z","38.8883","-77.4537","US","Chantilly, United States"
"CTU Protection IP List","172.222.97.179","TrickBot Malware C2","2018-11-11T14:32:01Z","28.6256","-81.3559","US","Maitland, United States"
"CTU Protection IP List","172.247.116.126","RatN C2 associated with BRONZE HUNTLEY (APT Activity)","2018-08-18T09:34:49Z","36.0664","120.383","CN","Qingdao, China"
"CTU Protection IP List","172.247.116.214","RatN C2 associated with BRONZE HUNTLEY (APT Activity)","2018-08-18T09:34:49Z","36.0664","120.383","CN","Qingdao, China"
"CTU Protection IP List","172.247.116.214","TA 1207 - C2 server for RatN malware","2018-10-09T09:34:44Z","36.0664","120.383","CN","Qingdao, China"
"CTU Protection IP List","173.45.79.57","Helminth RAT C2 Server - 12/02/2016","2017-07-18T19:07:27Z","40.0803","-82.9378","US","Columbus, United States"
"CTU Protection IP List","173.171.132.82","TIPS 7047 - TrickBot dpost C2 server","2018-11-09T02:30:08Z","27.9554","-82.4598","US","Tampa, United States"
"CTU Protection IP List","174.105.232.193","TIPS 7047 - TrickBot dpost C2 server","2018-11-09T02:30:08Z","44.1831","-88.4874","US","Neenah, United States"
"CTU Protection IP List","174.105.233.82","TrickBot Malware SSL Certificate - Inbound","2018-11-09T14:17:13Z","44.1831","-88.4874","US","Neenah, United States"
"CTU Protection IP List","174.105.235.178","TrickBot Malware SSL Certificate - Inbound","2018-11-09T14:17:13Z","44.1831","-88.4874","US","Neenah, United States"
"CTU Protection IP List","175.45.178.133","NICKEL FOXCROFT infrastructure","2018-08-11T09:35:09Z","40.0","127.0","KP","N/A, North Korea"
"CTU Protection IP List","175.167.128.181","NICKEL FOXCROFT infrastructure","2018-08-11T09:35:09Z","39.9236","116.381","CN","Shenyang, China"
"CTU Protection IP List","176.9.205.162","Helminth RAT C2 Server - 12/02/2016","2017-07-18T19:07:27Z","49.1159","10.7534","DE","Gunzenhausen, Germany"
"CTU Protection IP List","176.113.83.47","TIPS 7047 - TrickBot dpost C2 server","2018-11-09T02:30:08Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","176.223.111.243","Malicious IP address associated with ZEBROCY malware used by APT group IRON TWILIGHT","2018-10-09T09:34:43Z","44.4599","26.1333","RO","Bucharest, Romania"
"CTU Protection IP List","177.0.69.68","TIPS 7047 - TrickBot dpost C2 server","2018-11-09T02:30:09Z","-16.6799","-49.255","BR","Goiania, Brazil"
"CTU Protection IP List","178.32.43.126","Meterpreter C2 (APT Activity)","2018-05-21T17:38:20Z","50.6913","3.17321","FR","Roubaix, France"
"CTU Protection IP List","178.32.127.230","TIPS 6925 - Trichuris C2 resolution","2018-09-24T09:34:32Z","50.6913","3.17321","FR","Roubaix, France"
"CTU Protection IP List","178.100.27.18","Emotet C2","2018-03-10T17:40:18Z","51.7661","-0.22839","UK","Hatfield, UK"
"CTU Protection IP List","179.43.158.20","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-09T09:34:44Z","8.954","-79.539","PA","Panama City, Panama"
"CTU Protection IP List","180.71.39.228","Suspected LatentBot C2","2017-07-18T19:07:27Z","37.5632","126.993","KR","Seoul, South Korea"
"CTU Protection IP List","180.241.112.37","TIPS 6957 - TrickBot C2 server","2018-10-06T09:34:47Z","2.9568","99.0643","ID","Pematangsiantar, Indonesia"
"CTU Protection IP List","181.113.17.230","TrickBot Malware SSL Certificate - Inbound","2018-11-09T14:17:13Z","-0.2295","-78.5243","EC","Quito, Ecuador"
"CTU Protection IP List","182.253.20.66","TrickBot Malware C2","2018-11-11T14:34:40Z","-6.133","106.75","ID","Jakarta, Indonesia"
"CTU Protection IP List","182.253.210.130","TIPS 6957 - TrickBot C2 server","2018-10-06T09:34:47Z","-6.133","106.75","ID","Jakarta, Indonesia"
"CTU Protection IP List","185.25.50.93","Malicious IP address associated with ZEBROCY malware used by APT group IRON TWILIGHT","2018-10-09T09:34:44Z","55.8984","23.3758","LT","Siauliai, Lithuania"
"CTU Protection IP List","185.66.12.223","SSL Example Certificate Often Used By Malware","2018-11-09T14:36:47Z","55.7616","37.6411","RU","Moscow, Russia"
"CTU Protection IP List","185.86.79.156","GOLD KINGSWOOD C2","2018-09-08T09:34:35Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","185.86.148.184","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-09T09:34:44Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","185.86.149.116","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-09T09:34:44Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","185.86.149.218","Malicious IP address associated with XTUNNEL malware used by APT group IRON TWILIGHT","2018-10-09T09:34:44Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","185.86.151.2","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-09T09:34:44Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
